2021-07-05 16:36:19 INFO  [springAppName_IS_UNDEFINED] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$ed407d81] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:36:20 INFO  [IMOOD-Gateway] main com.dexlace.gateway.IMoodGatewayApplication No active profile set, falling back to default profiles: default
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=05806db2-6c80-3cdc-a3e2-393443e77984
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$ed407d81] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8301 (http)
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8301"]
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2021-07-05 16:36:21 INFO  [IMOOD-Gateway] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2021-07-05 16:36:22 INFO  [IMOOD-Gateway] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2021-07-05 16:36:22 INFO  [IMOOD-Gateway] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 2060 ms
2021-07-05 16:36:22 INFO  [IMOOD-Gateway] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-05 16:36:22 INFO  [IMOOD-Gateway] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@32ec9c90
2021-07-05 16:36:24 INFO  [IMOOD-Gateway] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/jolokia' to jolokia-actuator-endpoint
2021-07-05 16:36:24 INFO  [IMOOD-Gateway] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2021-07-05 16:36:24 INFO  [IMOOD-Gateway] main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: 4f447088-9a88-4501-9e34-12a3ecdf1f27

2021-07-05 16:36:24 INFO  [IMOOD-Gateway] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@54c60202, org.springframework.security.web.context.SecurityContextPersistenceFilter@1ef31f71, org.springframework.security.web.header.HeaderWriterFilter@4b765e92, org.springframework.security.web.authentication.logout.LogoutFilter@1f78d415, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@35787726, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@42679fc2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7889b4b9, org.springframework.security.web.session.SessionManagementFilter@68a305eb, org.springframework.security.web.access.ExceptionTranslationFilter@9df564f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@16d0e521]
2021-07-05 16:36:24 INFO  [IMOOD-Gateway] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-05 16:36:25 INFO  [IMOOD-Gateway] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2021-07-05 16:36:27 INFO  [IMOOD-Gateway] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService
2021-07-05 16:36:27 INFO  [IMOOD-Gateway] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 23 endpoint(s) beneath base path '/actuator'
2021-07-05 16:36:27 INFO  [IMOOD-Gateway] main org.springframework.cloud.netflix.zuul.ZuulFilterInitializer Starting filter initializer
2021-07-05 16:36:28 INFO  [IMOOD-Gateway] main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2021-07-05 16:36:28 INFO  [IMOOD-Gateway] main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2021-07-05 16:36:28 INFO  [IMOOD-Gateway] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2021-07-05 16:36:28 INFO  [IMOOD-Gateway] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2021-07-05 16:36:29 INFO  [IMOOD-Gateway] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2021-07-05 16:36:29 INFO  [IMOOD-Gateway] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2021-07-05 16:36:29 INFO  [IMOOD-Gateway] main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2021-07-05 16:36:29 INFO  [IMOOD-Gateway] main com.netflix.discovery.DiscoveryClient Disable delta property : false
2021-07-05 16:36:29 INFO  [IMOOD-Gateway] main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
