2021-07-05 16:37:25 INFO  [springAppName_IS_UNDEFINED] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$13514c0f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:26 INFO  [IMOOD-Server-System] main com.dexlace.system.IMoodServerSystemApplication No active profile set, falling back to default profiles: default
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=6332b017-cfb8-3614-90f6-a31ffc7e90ec
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$60c5b9e3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dynamicDatasourceAnnotationAdvisor' of type [com.baomidou.dynamic.datasource.aop.DynamicDataSourceAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$8fe5114c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@4a50d04a' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$b4b9b3fe] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$f7374912] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:29 INFO  [IMOOD-Server-System] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$13514c0f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8201 (http)
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8201"]
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2021-07-05 16:37:30 INFO  [IMOOD-Server-System] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 4279 ms
2021-07-05 16:37:31 INFO  [IMOOD-Server-System] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-05 16:37:31 INFO  [IMOOD-Server-System] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@6c3f1658
2021-07-05 16:37:31 INFO  [IMOOD-Server-System] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-检测到并开启了p6spy
2021-07-05 16:37:31 INFO  [IMOOD-Server-System] main com.zaxxer.hikari.HikariDataSource base - Starting...
2021-07-05 16:37:33 INFO  [IMOOD-Server-System] main com.zaxxer.hikari.HikariDataSource base - Start completed.
2021-07-05 16:37:33 INFO  [IMOOD-Server-System] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 初始共加载 1 个数据源
2021-07-05 16:37:33 INFO  [IMOOD-Server-System] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-加载 base 成功
2021-07-05 16:37:33 INFO  [IMOOD-Server-System] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 当前的默认数据源是单数据源，数据源名为 base
2021-07-05 16:37:34 INFO  [IMOOD-Server-System] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/jolokia' to jolokia-actuator-endpoint
2021-07-05 16:37:36 INFO  [IMOOD-Server-System] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 20 endpoint(s) beneath base path '/actuator'
2021-07-05 16:37:37 INFO  [IMOOD-Server-System] main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2021-07-05 16:37:37 INFO  [IMOOD-Server-System] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-05 16:37:37 INFO  [IMOOD-Server-System] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2021-07-05 16:37:38 INFO  [IMOOD-Server-System] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService
2021-07-05 16:37:38 INFO  [IMOOD-Server-System] main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: 00c9b8cf-c99b-4df3-bc39-a1b70ba85214

2021-07-05 16:37:38 INFO  [IMOOD-Server-System] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@50b38342, org.springframework.security.web.context.SecurityContextPersistenceFilter@3a63d248, org.springframework.security.web.header.HeaderWriterFilter@126af200, org.springframework.security.web.authentication.logout.LogoutFilter@4ad3969, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@2f0e7fa8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4b22214d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7a274521, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@424a152f, org.springframework.security.web.session.SessionManagementFilter@297c3a43, org.springframework.security.web.access.ExceptionTranslationFilter@7bb25046, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3265995e]
2021-07-05 16:37:39 INFO  [IMOOD-Server-System] main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2021-07-05 16:37:39 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2021-07-05 16:37:39 INFO  [IMOOD-Server-System] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2021-07-05 16:37:39 INFO  [IMOOD-Server-System] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Disable delta property : false
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Application is null : false
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Application version is -1: true
2021-07-05 16:37:40 INFO  [IMOOD-Server-System] main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
